id,ime,ocena,vstopnina,za_otroke,mesto_id
2624,Obisk kulturnega centra – Kanie,5,DA,DA,581
2625,Delavnica tradicionalnih obrti – Kanie,3,DA,DA,581
2626,Ogled mestnih znamenitosti ponoči – Mineralnye Vody,3,DA,NE,582
2627,Delavnica lokalne kulinarike – Mineralnye Vody,4,DA,DA,582
2628,Obisk zgodovinskega muzeja – Independencia,4,DA,DA,583
2629,Obisk umetniške galerije – Independencia,5,DA,DA,583
2630,Obisk živalskega vrta – Lesnoye,5,DA,DA,584
2631,Ogled športnega objekta – Lesnoye,3,DA,DA,584
2632,Obisk botaničnega vrta – Fahraj,3,DA,DA,585
2633,Večerni razgled na mesto – Fahraj,4,NE,DA,585
2634,Obisk akvarija – Tallahassee,4,DA,DA,586
2635,Obisk lokalnega sejma – Tallahassee,5,NE,DA,586
2636,Voden pohod po okolici – Saint-Félicien,5,NE,DA,587
2637,Voden ogled starega mestnega jedra – Saint-Félicien,3,NE,DA,587
2638,Obisk zgodovinske četrti – Gwangtan,3,NE,DA,588
2639,Družinski ogled znamenitosti – Gwangtan,4,DA,DA,588
2640,Kolesarski izlet po mestu – Fontainhas,4,NE,DA,589
2641,Vodena fotografska tura – Fontainhas,5,DA,NE,589
2642,Večerni kulturni sprehod – Nyagan,5,NE,NE,590
2643,Otroška ustvarjalna delavnica – Nyagan,3,DA,DA,590
2644,Ulična kulinarična tura – San Vicente,3,DA,NE,591
2645,Ogled verske dediščine – San Vicente,4,NE,DA,591
2646,Arhitekturni sprehod – Dabao’anzhen,4,NE,DA,592
2647,Piknik v mestnem parku – Dabao’anzhen,5,NE,DA,592
2648,Obisk mestne knjižnice – Schengen,5,NE,DA,593
2649,Sprehod skozi mestni park – Schengen,3,NE,DA,593
2650,Delavnica tradicionalnih obrti – Pankrushikha,3,DA,DA,594
2651,Razgledna točka in fotografiranje – Pankrushikha,4,NE,DA,594
2652,Delavnica lokalne kulinarike – Kadukandel,4,DA,DA,595
2653,Plovba po reki ali jezeru – Kadukandel,5,DA,DA,595
2654,Obisk umetniške galerije – Tempursari Wetan,5,DA,DA,596
2655,Raziskovanje lokalnih obrti – Tempursari Wetan,3,DA,DA,596
2656,Ogled športnega objekta – Futang,3,DA,DA,597
2657,Vožnja s turističnim avtobusom – Futang,4,DA,DA,597
2658,Večerni razgled na mesto – Florida,4,NE,DA,598
2659,Pokušina lokalnih sladic – Florida,5,DA,DA,598
2660,Obisk lokalnega sejma – Kangping,5,NE,DA,599
2661,Ogled lokalne tržnice – Kangping,3,NE,DA,599
2662,Voden ogled starega mestnega jedra – Vale de Açores,3,NE,DA,600
2663,Ogled zgodovinskih zgradb – Vale de Açores,4,NE,DA,600
2664,Družinski ogled znamenitosti – Shangdongjie,4,DA,DA,601
2665,Koncert lokalne glasbe – Shangdongjie,5,DA,DA,601
2666,Vodena fotografska tura – Bayuwan,5,DA,NE,602
2667,Jutranji ogled mesta – Bayuwan,3,NE,DA,602
2668,Otroška ustvarjalna delavnica – Walagar,3,DA,DA,603
2669,Sprehod ob reki – Walagar,4,NE,DA,603
2670,Ogled verske dediščine – Vinkkilä,4,NE,DA,604
2671,Vožnja z ladjico – Vinkkilä,5,DA,DA,604
2672,Piknik v mestnem parku – Barra de Carrasco,5,NE,DA,605
2673,Degustacija lokalnih jedi – Barra de Carrasco,3,DA,NE,605
2674,Sprehod skozi mestni park – Chugur,3,NE,DA,606
2675,Izlet v naravo v okolici mesta – Chugur,4,NE,DA,606
2676,Razgledna točka in fotografiranje – Francisco Beltrão,4,NE,DA,607
2677,Interaktivni znanstveni center – Francisco Beltrão,5,DA,DA,607
2678,Plovba po reki ali jezeru – Xinbao,5,DA,DA,608
2679,Obisk kulturnega centra – Xinbao,3,DA,DA,608
2680,Raziskovanje lokalnih obrti – Beoga,3,DA,DA,609
2681,Ogled mestnih znamenitosti ponoči – Beoga,4,DA,NE,609
2682,Vožnja s turističnim avtobusom – Volzhskiy,4,DA,DA,610
2683,Obisk zgodovinskega muzeja – Volzhskiy,5,DA,DA,610
2684,Pokušina lokalnih sladic – Beicang,5,DA,DA,611
2685,Obisk živalskega vrta – Beicang,3,DA,DA,611
2686,Ogled lokalne tržnice – Vicente Guerrero,3,NE,DA,612
2687,Obisk botaničnega vrta – Vicente Guerrero,4,DA,DA,612
2688,Ogled zgodovinskih zgradb – Al Fayyūm,4,NE,DA,613
2689,Obisk akvarija – Al Fayyūm,5,DA,DA,613
2690,Koncert lokalne glasbe – Zapatero,5,DA,DA,614
2691,Voden pohod po okolici – Zapatero,3,NE,DA,614
2692,Jutranji ogled mesta – Raşad,3,NE,DA,615
2693,Obisk zgodovinske četrti – Raşad,4,NE,DA,615
2694,Sprehod ob reki – Koysinceq,4,NE,DA,616
2695,Kolesarski izlet po mestu – Koysinceq,5,NE,DA,616
2696,Vožnja z ladjico – Bangonay,5,DA,DA,617
2697,Večerni kulturni sprehod – Bangonay,3,NE,NE,617
2698,Degustacija lokalnih jedi – Thatèng,3,DA,NE,618
2699,Ulična kulinarična tura – Thatèng,4,DA,NE,618
2700,Izlet v naravo v okolici mesta – Yokohama,4,NE,DA,619
2701,Arhitekturni sprehod – Yokohama,5,NE,DA,619
2702,Interaktivni znanstveni center – Gelang,5,DA,DA,620
2703,Obisk mestne knjižnice – Gelang,3,NE,DA,620
2704,Obisk kulturnega centra – Cochrane,3,DA,DA,621
2705,Delavnica tradicionalnih obrti – Cochrane,4,DA,DA,621
2706,Ogled mestnih znamenitosti ponoči – Bajia,4,DA,NE,622
2707,Delavnica lokalne kulinarike – Bajia,5,DA,DA,622
2708,Obisk zgodovinskega muzeja – Ambon,5,DA,DA,623
2709,Obisk umetniške galerije – Ambon,3,DA,DA,623
2710,Obisk živalskega vrta – Villa del Rosario,3,DA,DA,624
2711,Ogled športnega objekta – Villa del Rosario,4,DA,DA,624
2712,Obisk botaničnega vrta – Kon Tum,4,DA,DA,625
2713,Večerni razgled na mesto – Kon Tum,5,NE,DA,625
2714,Obisk akvarija – Timiryazevskoye,5,DA,DA,626
2715,Obisk lokalnega sejma – Timiryazevskoye,3,NE,DA,626
2716,Voden pohod po okolici – Andkhōy,3,NE,DA,627
2717,Voden ogled starega mestnega jedra – Andkhōy,4,NE,DA,627
2718,Obisk zgodovinske četrti – Sampungu,4,NE,DA,628
2719,Družinski ogled znamenitosti – Sampungu,5,DA,DA,628
2720,Kolesarski izlet po mestu – Calumpang,5,NE,DA,629
2721,Vodena fotografska tura – Calumpang,3,DA,NE,629
2722,Večerni kulturni sprehod – Mayingzhuang,3,NE,NE,630
2723,Otroška ustvarjalna delavnica – Mayingzhuang,4,DA,DA,630
2724,Ulična kulinarična tura – Gonghe,4,DA,NE,631
2725,Ogled verske dediščine – Gonghe,5,NE,DA,631
2726,Arhitekturni sprehod – Dongqiao,5,NE,DA,632
2727,Piknik v mestnem parku – Dongqiao,3,NE,DA,632
2728,Obisk mestne knjižnice – Richmond,3,NE,DA,633
2729,Sprehod skozi mestni park – Richmond,4,NE,DA,633
2730,Delavnica tradicionalnih obrti – Bzou,4,DA,DA,634
2731,Razgledna točka in fotografiranje – Bzou,5,NE,DA,634
2732,Delavnica lokalne kulinarike – Thessaloníki,5,DA,DA,635
2733,Plovba po reki ali jezeru – Thessaloníki,3,DA,DA,635
2734,Obisk umetniške galerije – Al Ghāriyah,3,DA,DA,636
2735,Raziskovanje lokalnih obrti – Al Ghāriyah,4,DA,DA,636
2736,Ogled športnega objekta – Taiping,4,DA,DA,637
2737,Vožnja s turističnim avtobusom – Taiping,5,DA,DA,637
2738,Večerni razgled na mesto – Chitagá,5,NE,DA,638
2739,Pokušina lokalnih sladic – Chitagá,3,DA,DA,638
2740,Obisk lokalnega sejma – Damiao,3,NE,DA,639
2741,Ogled lokalne tržnice – Damiao,4,NE,DA,639
2742,Voden ogled starega mestnega jedra – Kampungladang,4,NE,DA,640
2743,Ogled zgodovinskih zgradb – Kampungladang,5,NE,DA,640
2744,Družinski ogled znamenitosti – Barisan,5,DA,DA,641
2745,Koncert lokalne glasbe – Barisan,3,DA,DA,641
2746,Vodena fotografska tura – Czerwieńsk,3,DA,NE,642
2747,Jutranji ogled mesta – Czerwieńsk,4,NE,DA,642
2748,Otroška ustvarjalna delavnica – Elbasan,4,DA,DA,643
2749,Sprehod ob reki – Elbasan,5,NE,DA,643
2750,Ogled verske dediščine – Slovenj Gradec,5,NE,DA,644
2751,Vožnja z ladjico – Slovenj Gradec,3,DA,DA,644
2752,Piknik v mestnem parku – Alubijid,3,NE,DA,645
2753,Degustacija lokalnih jedi – Alubijid,4,DA,NE,645
2754,Sprehod skozi mestni park – San Francisco,4,NE,DA,646
2755,Izlet v naravo v okolici mesta – San Francisco,5,NE,DA,646
2756,Razgledna točka in fotografiranje – Embarcación,5,NE,DA,647
2757,Interaktivni znanstveni center – Embarcación,3,DA,DA,647
2758,Plovba po reki ali jezeru – Polkowice,3,DA,DA,648
2759,Obisk kulturnega centra – Polkowice,4,DA,DA,648
2760,Raziskovanje lokalnih obrti – Aného,4,DA,DA,649
2761,Ogled mestnih znamenitosti ponoči – Aného,5,DA,NE,649
2762,Vožnja s turističnim avtobusom – Qifang,5,DA,DA,650
2763,Obisk zgodovinskega muzeja – Qifang,3,DA,DA,650
2764,Pokušina lokalnih sladic – Tripoli,3,DA,DA,651
2765,Obisk živalskega vrta – Tripoli,4,DA,DA,651
2766,Ogled lokalne tržnice – Dalai,4,NE,DA,652
2767,Obisk botaničnega vrta – Dalai,5,DA,DA,652
2768,Ogled zgodovinskih zgradb – Brodarica,5,NE,DA,653
2769,Obisk akvarija – Brodarica,3,DA,DA,653
2770,Koncert lokalne glasbe – Sorang,3,DA,DA,654
2771,Voden pohod po okolici – Sorang,4,NE,DA,654
2772,Jutranji ogled mesta – Batán,4,NE,DA,655
2773,Obisk zgodovinske četrti – Batán,5,NE,DA,655
2774,Sprehod ob reki – Töysä,5,NE,DA,656
2775,Kolesarski izlet po mestu – Töysä,3,NE,DA,656
2776,Vožnja z ladjico – Dedenëvo,3,DA,DA,657
2777,Večerni kulturni sprehod – Dedenëvo,4,NE,NE,657
2778,Degustacija lokalnih jedi – Ruen,4,DA,NE,658
2779,Ulična kulinarična tura – Ruen,5,DA,NE,658
2780,Izlet v naravo v okolici mesta – Segodim,5,NE,DA,659
2781,Arhitekturni sprehod – Segodim,3,NE,DA,659
2782,Interaktivni znanstveni center – Iquipi,3,DA,DA,660
2783,Obisk mestne knjižnice – Iquipi,4,NE,DA,660
2784,Obisk kulturnega centra – Buenavista,4,DA,DA,661
2785,Delavnica tradicionalnih obrti – Buenavista,5,DA,DA,661
2786,Ogled mestnih znamenitosti ponoči – Mahaplag,5,DA,NE,662
2787,Delavnica lokalne kulinarike – Mahaplag,3,DA,DA,662
2788,Obisk zgodovinskega muzeja – Banjar Triwangsakeliki,3,DA,DA,663
2789,Obisk umetniške galerije – Banjar Triwangsakeliki,4,DA,DA,663
2790,Obisk živalskega vrta – Thanh Xuân,4,DA,DA,664
2791,Ogled športnega objekta – Thanh Xuân,5,DA,DA,664
2792,Obisk botaničnega vrta – Morelos,5,DA,DA,665
2793,Večerni razgled na mesto – Morelos,3,NE,DA,665
2794,Obisk akvarija – Hancheng,3,DA,DA,666
2795,Obisk lokalnega sejma – Hancheng,4,NE,DA,666
2796,Voden pohod po okolici – Malanów,4,NE,DA,667
2797,Voden ogled starega mestnega jedra – Malanów,5,NE,DA,667
2798,Obisk zgodovinske četrti – Štěnovice,5,NE,DA,668
2799,Družinski ogled znamenitosti – Štěnovice,3,DA,DA,668
2800,Kolesarski izlet po mestu – Biguaçu,3,NE,DA,669
2801,Vodena fotografska tura – Biguaçu,4,DA,NE,669
2802,Večerni kulturni sprehod – Concepción,4,NE,NE,670
2803,Otroška ustvarjalna delavnica – Concepción,5,DA,DA,670
2804,Ulična kulinarična tura – Samburat,5,DA,NE,671
2805,Ogled verske dediščine – Samburat,3,NE,DA,671
2806,Arhitekturni sprehod – Montesson,3,NE,DA,672
2807,Piknik v mestnem parku – Montesson,4,NE,DA,672
2808,Obisk mestne knjižnice – Jincheng,4,NE,DA,673
2809,Sprehod skozi mestni park – Jincheng,5,NE,DA,673
2810,Delavnica tradicionalnih obrti – Shangfang,5,DA,DA,674
2811,Razgledna točka in fotografiranje – Shangfang,3,NE,DA,674
2812,Delavnica lokalne kulinarike – Useldange,3,DA,DA,675
2813,Plovba po reki ali jezeru – Useldange,4,DA,DA,675
2814,Obisk umetniške galerije – Villefranche-sur-Mer,4,DA,DA,676
2815,Raziskovanje lokalnih obrti – Villefranche-sur-Mer,5,DA,DA,676
2816,Ogled športnega objekta – Ganyesa,5,DA,DA,677
2817,Vožnja s turističnim avtobusom – Ganyesa,3,DA,DA,677
2818,Večerni razgled na mesto – Tabalong,3,NE,DA,678
2819,Pokušina lokalnih sladic – Tabalong,4,DA,DA,678
2820,Obisk lokalnega sejma – Al Marj,4,NE,DA,679
2821,Ogled lokalne tržnice – Al Marj,5,NE,DA,679
2822,Voden ogled starega mestnega jedra – Pudong,5,NE,DA,680
2823,Ogled zgodovinskih zgradb – Pudong,3,NE,DA,680
2824,Družinski ogled znamenitosti – Dasongshu,3,DA,DA,681
2825,Koncert lokalne glasbe – Dasongshu,4,DA,DA,681
2826,Vodena fotografska tura – Oslo,4,DA,NE,682
2827,Jutranji ogled mesta – Oslo,5,NE,DA,682
2828,Otroška ustvarjalna delavnica – Curiapo,5,DA,DA,683
2829,Sprehod ob reki – Curiapo,3,NE,DA,683
2830,Ogled verske dediščine – Prozor,3,NE,DA,684
2831,Vožnja z ladjico – Prozor,4,DA,DA,684
2832,Piknik v mestnem parku – Mourelos,4,NE,DA,685
2833,Degustacija lokalnih jedi – Mourelos,5,DA,NE,685
2834,Sprehod skozi mestni park – Iquique,5,NE,DA,686
2835,Izlet v naravo v okolici mesta – Iquique,3,NE,DA,686
2836,Razgledna točka in fotografiranje – Shaba,3,NE,DA,687
2837,Interaktivni znanstveni center – Shaba,4,DA,DA,687
2838,Plovba po reki ali jezeru – Gazanjyk,4,DA,DA,688
2839,Obisk kulturnega centra – Gazanjyk,5,DA,DA,688
2840,Raziskovanje lokalnih obrti – Khon Buri,5,DA,DA,689
2841,Ogled mestnih znamenitosti ponoči – Khon Buri,3,DA,NE,689
2842,Vožnja s turističnim avtobusom – Hendījān,3,DA,DA,690
2843,Obisk zgodovinskega muzeja – Hendījān,4,DA,DA,690
2844,Pokušina lokalnih sladic – Tonglin,4,DA,DA,691
2845,Obisk živalskega vrta – Tonglin,5,DA,DA,691
2846,Ogled lokalne tržnice – Élancourt,5,NE,DA,692
2847,Obisk botaničnega vrta – Élancourt,3,DA,DA,692
2848,Ogled zgodovinskih zgradb – Porciúncula,3,NE,DA,693
2849,Obisk akvarija – Porciúncula,4,DA,DA,693
2850,Koncert lokalne glasbe – Aveleda,4,DA,DA,694
2851,Voden pohod po okolici – Aveleda,5,NE,DA,694
2852,Jutranji ogled mesta – Parnamirim,5,NE,DA,695
2853,Obisk zgodovinske četrti – Parnamirim,3,NE,DA,695
2854,Sprehod ob reki – Santo Niño,3,NE,DA,696
2855,Kolesarski izlet po mestu – Santo Niño,4,NE,DA,696
2856,Vožnja z ladjico – Hailin,4,DA,DA,697
2857,Večerni kulturni sprehod – Hailin,5,NE,NE,697
2858,Degustacija lokalnih jedi – Villa del Rosario,5,DA,NE,698
2859,Ulična kulinarična tura – Villa del Rosario,3,DA,NE,698
2860,Izlet v naravo v okolici mesta – Lijia,3,NE,DA,699
2861,Arhitekturni sprehod – Lijia,4,NE,DA,699
2862,Interaktivni znanstveni center – Yanagawamachi-saiwaichō,4,DA,DA,700
2863,Obisk mestne knjižnice – Yanagawamachi-saiwaichō,5,NE,DA,700
2864,Obisk kulturnega centra – Huangzhai,5,DA,DA,701
2865,Delavnica tradicionalnih obrti – Huangzhai,3,DA,DA,701
2866,Ogled mestnih znamenitosti ponoči – Rafael Perazza,3,DA,NE,702
2867,Delavnica lokalne kulinarike – Rafael Perazza,4,DA,DA,702
2868,Obisk zgodovinskega muzeja – Kalmar,4,DA,DA,703
2869,Obisk umetniške galerije – Kalmar,5,DA,DA,703
2870,Obisk živalskega vrta – Baidoa,5,DA,DA,704
2871,Ogled športnega objekta – Baidoa,3,DA,DA,704
2872,Obisk botaničnega vrta – Guiyang,3,DA,DA,705
2873,Večerni razgled na mesto – Guiyang,4,NE,DA,705
2874,Obisk akvarija – Nowy Sącz,4,DA,DA,706
2875,Obisk lokalnega sejma – Nowy Sącz,5,NE,DA,706
2876,Voden pohod po okolici – Moravská Nová Ves,5,NE,DA,707
2877,Voden ogled starega mestnega jedra – Moravská Nová Ves,3,NE,DA,707
2878,Obisk zgodovinske četrti – Skeldon,3,NE,DA,708
2879,Družinski ogled znamenitosti – Skeldon,4,DA,DA,708
2880,Kolesarski izlet po mestu – Carpalho,4,NE,DA,709
2881,Vodena fotografska tura – Carpalho,5,DA,NE,709
2882,Večerni kulturni sprehod – El Ángel,5,NE,NE,710
2883,Otroška ustvarjalna delavnica – El Ángel,3,DA,DA,710
2884,Ulična kulinarična tura – Hachiōji,3,DA,NE,711
2885,Ogled verske dediščine – Hachiōji,4,NE,DA,711
2886,Arhitekturni sprehod – Aurora,4,NE,DA,712
2887,Piknik v mestnem parku – Aurora,5,NE,DA,712
2888,Obisk mestne knjižnice – Dayin,5,NE,DA,713
2889,Sprehod skozi mestni park – Dayin,3,NE,DA,713
2890,Delavnica tradicionalnih obrti – Shenjing,3,DA,DA,714
2891,Razgledna točka in fotografiranje – Shenjing,4,NE,DA,714
2892,Delavnica lokalne kulinarike – Curridabat,4,DA,DA,715
2893,Plovba po reki ali jezeru – Curridabat,5,DA,DA,715
2894,Obisk umetniške galerije – Tubarão,5,DA,DA,716
2895,Raziskovanje lokalnih obrti – Tubarão,3,DA,DA,716
2896,Ogled športnega objekta – Calvinia,3,DA,DA,717
2897,Vožnja s turističnim avtobusom – Calvinia,4,DA,DA,717
2898,Večerni razgled na mesto – Koszyce Wielkie,4,NE,DA,718
2899,Pokušina lokalnih sladic – Koszyce Wielkie,5,DA,DA,718
2900,Obisk lokalnega sejma – Huangjingba,5,NE,DA,719
2901,Ogled lokalne tržnice – Huangjingba,3,NE,DA,719
2902,Voden ogled starega mestnega jedra – Eusébio,3,NE,DA,720
2903,Ogled zgodovinskih zgradb – Eusébio,4,NE,DA,720
2904,Družinski ogled znamenitosti – Levski,4,DA,DA,721
2905,Koncert lokalne glasbe – Levski,5,DA,DA,721
2906,Vodena fotografska tura – São João da Barra,5,DA,NE,722
2907,Jutranji ogled mesta – São João da Barra,3,NE,DA,722
2908,Otroška ustvarjalna delavnica – Rios Frios,3,DA,DA,723
2909,Sprehod ob reki – Rios Frios,4,NE,DA,723
2910,Ogled verske dediščine – Liangbing,4,NE,DA,724
2911,Vožnja z ladjico – Liangbing,5,DA,DA,724
2912,Piknik v mestnem parku – Fujisawa,5,NE,DA,725
2913,Degustacija lokalnih jedi – Fujisawa,3,DA,NE,725
2914,Sprehod skozi mestni park – Sasa,3,NE,DA,726
2915,Izlet v naravo v okolici mesta – Sasa,4,NE,DA,726
2916,Razgledna točka in fotografiranje – Guadalupe,4,NE,DA,727
2917,Interaktivni znanstveni center – Guadalupe,5,DA,DA,727
2918,Plovba po reki ali jezeru – Qarah Bāgh Bāzār,5,DA,DA,728
2919,Obisk kulturnega centra – Qarah Bāgh Bāzār,3,DA,DA,728
2920,Raziskovanje lokalnih obrti – Katoro,3,DA,DA,729
2921,Ogled mestnih znamenitosti ponoči – Katoro,4,DA,NE,729
2922,Vožnja s turističnim avtobusom – Boulogne-sur-Mer,4,DA,DA,730
2923,Obisk zgodovinskega muzeja – Boulogne-sur-Mer,5,DA,DA,730
2924,Pokušina lokalnih sladic – Kampong Cham,5,DA,DA,731
2925,Obisk živalskega vrta – Kampong Cham,3,DA,DA,731
2926,Ogled lokalne tržnice – Zdiby,3,NE,DA,732
2927,Obisk botaničnega vrta – Zdiby,4,DA,DA,732
2928,Ogled zgodovinskih zgradb – Jönköping,4,NE,DA,733
2929,Obisk akvarija – Jönköping,5,DA,DA,733
2930,Koncert lokalne glasbe – Caherconlish,5,DA,DA,734
2931,Voden pohod po okolici – Caherconlish,3,NE,DA,734
2932,Jutranji ogled mesta – Sheshan,3,NE,DA,735
2933,Obisk zgodovinske četrti – Sheshan,4,NE,DA,735
2934,Sprehod ob reki – Malvinas Argentinas,4,NE,DA,736
2935,Kolesarski izlet po mestu – Malvinas Argentinas,5,NE,DA,736
2936,Vožnja z ladjico – Pogranichnyy,5,DA,DA,737
2937,Večerni kulturni sprehod – Pogranichnyy,3,NE,NE,737
2938,Degustacija lokalnih jedi – Dauphin,3,DA,NE,738
2939,Ulična kulinarična tura – Dauphin,4,DA,NE,738
2940,Izlet v naravo v okolici mesta – Stockholm,4,NE,DA,739
2941,Arhitekturni sprehod – Stockholm,5,NE,DA,739
2942,Interaktivni znanstveni center – Sa Kaeo,5,DA,DA,740
2943,Obisk mestne knjižnice – Sa Kaeo,3,NE,DA,740
2944,Obisk kulturnega centra – Sagaing,3,DA,DA,741
2945,Delavnica tradicionalnih obrti – Sagaing,4,DA,DA,741
2946,Ogled mestnih znamenitosti ponoči – Parramos,4,DA,NE,742
2947,Delavnica lokalne kulinarike – Parramos,5,DA,DA,742
2948,Obisk zgodovinskega muzeja – Maru,5,DA,DA,743
2949,Obisk umetniške galerije – Maru,3,DA,DA,743
2950,Obisk živalskega vrta – Huari,3,DA,DA,744
2951,Ogled športnega objekta – Huari,4,DA,DA,744
2952,Obisk botaničnega vrta – Mamponteng,4,DA,DA,745
2953,Večerni razgled na mesto – Mamponteng,5,NE,DA,745
2954,Obisk akvarija – Eixo,5,DA,DA,746
2955,Obisk lokalnega sejma – Eixo,3,NE,DA,746
2956,Voden pohod po okolici – Kalininaul,3,NE,DA,747
2957,Voden ogled starega mestnega jedra – Kalininaul,4,NE,DA,747
2958,Obisk zgodovinske četrti – Jiangmen,4,NE,DA,748
2959,Družinski ogled znamenitosti – Jiangmen,5,DA,DA,748
2960,Kolesarski izlet po mestu – Krasica,5,NE,DA,749
2961,Vodena fotografska tura – Krasica,3,DA,NE,749
2962,Večerni kulturni sprehod – Viana,3,NE,NE,750
2963,Otroška ustvarjalna delavnica – Viana,4,DA,DA,750
2964,Ulična kulinarična tura – Kuanfeu,4,DA,NE,751
2965,Ogled verske dediščine – Kuanfeu,5,NE,DA,751
2966,Arhitekturni sprehod – Selasari,5,NE,DA,752
2967,Piknik v mestnem parku – Selasari,3,NE,DA,752
2968,Obisk mestne knjižnice – Maracha,3,NE,DA,753
2969,Sprehod skozi mestni park – Maracha,4,NE,DA,753
2970,Delavnica tradicionalnih obrti – Busia,4,DA,DA,754
2971,Razgledna točka in fotografiranje – Busia,5,NE,DA,754
2972,Delavnica lokalne kulinarike – Piekielnik,5,DA,DA,755
2973,Plovba po reki ali jezeru – Piekielnik,3,DA,DA,755
2974,Obisk umetniške galerije – Ceres,3,DA,DA,756
2975,Raziskovanje lokalnih obrti – Ceres,4,DA,DA,756
2976,Ogled športnega objekta – Vodnyy,4,DA,DA,757
2977,Vožnja s turističnim avtobusom – Vodnyy,5,DA,DA,757
2978,Večerni razgled na mesto – Choroszcz,5,NE,DA,758
2979,Pokušina lokalnih sladic – Choroszcz,3,DA,DA,758
2980,Obisk lokalnega sejma – Kyzylorda,3,NE,DA,759
2981,Ogled lokalne tržnice – Kyzylorda,4,NE,DA,759
2982,Voden ogled starega mestnega jedra – Donji Dobrić,4,NE,DA,760
2983,Ogled zgodovinskih zgradb – Donji Dobrić,5,NE,DA,760
2984,Družinski ogled znamenitosti – Kailahun,5,DA,DA,761
2985,Koncert lokalne glasbe – Kailahun,3,DA,DA,761
2986,Vodena fotografska tura – Nova Era,3,DA,NE,762
2987,Jutranji ogled mesta – Nova Era,4,NE,DA,762
2988,Otroška ustvarjalna delavnica – Chuoyuan,4,DA,DA,763
2989,Sprehod ob reki – Chuoyuan,5,NE,DA,763
2990,Ogled verske dediščine – Bukovany,5,NE,DA,764
2991,Vožnja z ladjico – Bukovany,3,DA,DA,764
2992,Piknik v mestnem parku – Ongi,3,NE,DA,765
2993,Degustacija lokalnih jedi – Ongi,4,DA,NE,765
2994,Sprehod skozi mestni park – Nauchnyy Gorodok,4,NE,DA,766
2995,Izlet v naravo v okolici mesta – Nauchnyy Gorodok,5,NE,DA,766
2996,Razgledna točka in fotografiranje – Brinje,5,NE,DA,767
2997,Interaktivni znanstveni center – Brinje,3,DA,DA,767
2998,Plovba po reki ali jezeru – Safakulevo,3,DA,DA,768
2999,Obisk kulturnega centra – Safakulevo,4,DA,DA,768
3000,Raziskovanje lokalnih obrti – Kokkini Trimithia,4,DA,DA,769
3001,Ogled mestnih znamenitosti ponoči – Kokkini Trimithia,5,DA,NE,769
3002,Vožnja s turističnim avtobusom – Abakan,5,DA,DA,770
3003,Obisk zgodovinskega muzeja – Abakan,3,DA,DA,770
3004,Pokušina lokalnih sladic – New Mīrpur,3,DA,DA,771
3005,Obisk živalskega vrta – New Mīrpur,4,DA,DA,771
3006,Ogled lokalne tržnice – Batan,4,NE,DA,772
3007,Obisk botaničnega vrta – Batan,5,DA,DA,772
3008,Ogled zgodovinskih zgradb – Mauhao,5,NE,DA,773
3009,Obisk akvarija – Mauhao,3,DA,DA,773
3010,Koncert lokalne glasbe – Puspajaya,3,DA,DA,774
3011,Voden pohod po okolici – Puspajaya,4,NE,DA,774
3012,Jutranji ogled mesta – Mogok,4,NE,DA,775
3013,Obisk zgodovinske četrti – Mogok,5,NE,DA,775
3014,Sprehod ob reki – Macroom,5,NE,DA,776
3015,Kolesarski izlet po mestu – Macroom,3,NE,DA,776
3016,Vožnja z ladjico – Taytayan,3,DA,DA,777
3017,Večerni kulturni sprehod – Taytayan,4,NE,NE,777
3018,Degustacija lokalnih jedi – High Point,4,DA,NE,778
3019,Ulična kulinarična tura – High Point,5,DA,NE,778
3020,Izlet v naravo v okolici mesta – Eling,5,NE,DA,779
3021,Arhitekturni sprehod – Eling,3,NE,DA,779
3022,Interaktivni znanstveni center – Tvøroyri,3,DA,DA,780
3023,Obisk mestne knjižnice – Tvøroyri,4,NE,DA,780
3024,Obisk kulturnega centra – Waigete,4,DA,DA,781
3025,Delavnica tradicionalnih obrti – Waigete,5,DA,DA,781
3026,Ogled mestnih znamenitosti ponoči – Berlin,5,DA,NE,782
3027,Delavnica lokalne kulinarike – Berlin,3,DA,DA,782
3028,Obisk zgodovinskega muzeja – Jammāl,3,DA,DA,783
3029,Obisk umetniške galerije – Jammāl,4,DA,DA,783
3030,Obisk živalskega vrta – San Antonio,4,DA,DA,784
3031,Ogled športnega objekta – San Antonio,5,DA,DA,784
3032,Obisk botaničnega vrta – Nowe,5,DA,DA,785
3033,Večerni razgled na mesto – Nowe,3,NE,DA,785
3034,Obisk akvarija – Currais,3,DA,DA,786
3035,Obisk lokalnega sejma – Currais,4,NE,DA,786
3036,Voden pohod po okolici – Pandanwangi,4,NE,DA,787
3037,Voden ogled starega mestnega jedra – Pandanwangi,5,NE,DA,787
3038,Obisk zgodovinske četrti – Curuan,5,NE,DA,788
3039,Družinski ogled znamenitosti – Curuan,3,DA,DA,788
3040,Kolesarski izlet po mestu – Famagusta,3,NE,DA,789
3041,Vodena fotografska tura – Famagusta,4,DA,NE,789
3042,Večerni kulturni sprehod – Naas,4,NE,NE,790
3043,Otroška ustvarjalna delavnica – Naas,5,DA,DA,790
3044,Ulična kulinarična tura – Jambesari,5,DA,NE,791
3045,Ogled verske dediščine – Jambesari,3,NE,DA,791
3046,Arhitekturni sprehod – Tarhuna,3,NE,DA,792
3047,Piknik v mestnem parku – Tarhuna,4,NE,DA,792
